Name,id_Number,row_Number,seat_Number,auditorium_Number
Emerson Gregory,21634196509158251,15,62,2
Emerson Lynch,70087195111289608,3,55,6
Emery Abramson,49788199612231467,45,34,5
Emery Hanson,87142196404136640,52,22,3
Emery Jones,86140193207172594,20,34,5
Emilia Wakefield,70811197504174981,53,33,2
Emilio French,13023198410045889,30,5,2
Emily Barrow,60970198011041286,30,30,6
Emily Beard,74507200904068051,24,37,3
Emily Bing,85804196312166089,53,50,2
Emily Blair,36588199903038673,40,42,3
Emily Campbell,29150198108022258,35,15,3
Emily Campos,75477202001097288,32,34,6
Emily Carlton,55750200504255720,18,38,1
Emily Davis,89223199208139823,22,13,4
Emily Franklin,60242196607224064,49,5,2
Emily Hickman,33940195504279514,1,41,5
Emily Kelley,89750201909208101,50,58,5
Emily Langeness,67853201005179855,33,22,1
Emily Lee,26310193502118918,41,55,5
Emily Perkins,46151194906219737,46,55,2
Emily Pierce,13235196011064310,28,9,2
Emily Schott,73523193805122561,25,11,1
Emily Smayda,97305200607103096,52,9,2
Emily Wahlert,25296201403116401,27,63,4
Emily Wygant,95374199811184869,16,26,6
Emma Ansley,72049197205315384,20,4,5
Emma Belisle,22534198308167694,12,31,2
Emma Berthelette,76760195311138610,48,29,6
Emma Bustamante,40746199405124673,7,56,2
Emma Carter,42834194811023913,56,16,4
Emma Cruz,31471198303266530,25,36,1
Emma Lewis,40253199711106359,10,41,6
Emma Mcneil,25055201302139395,27,45,2
Emma Mitchell,59468200607273773,11,57,4
Emma Molina,59489197403266513,49,41,3
Emma Rabb,94409193103197143,55,37,3
Emma Ross,58114199909088320,39,10,5
Emma Synder,42521195310175377,42,12,5
Emma Wald,28315197706079626,24,31,1
Emmett Foulks,43431193411111732,8,2,4
Emmett Ruiz,59485194206235569,14,2,5
Emmitt Mundell,91309197509207431,30,61,4
Emory Bingham,51296197311137219,23,24,3
Ena Furlong,58655195611035387,8,30,5
Enda Yocum,98549201409134288,17,48,6
Enrique Hathaway,30561200305046713,54,36,1
Enrique Houston,22359196003242877,41,20,6
Enrique Swagerty,22128200501028916,7,17,1
Enriqueta Schultz,27959200009215697,41,22,6
Eric Alexander,21749193111285764,33,32,3
Eric Anderson,90097200702272644,58,21,6
Eric Bastian,23610193508144393,23,21,6
Eric Bird,69548198303212055,38,37,2
Eric Brooks,21651198607026568,37,22,6
Eric Carpenter,43361198110199298,62,5,4
Eric Cole,70880198203219171,56,42,6
Eric Collins,17386199804203476,9,61,5
Eric Congrove,40403201912218150,38,21,1
Eric Cortes,31829197707278376,28,38,5
Eric Cortez,11713199306167910,30,19,4
Eric Cozzolino,60419198701213999,59,23,2
Eric Daigle,48374194006279048,45,58,5
Eric Decker,70576197401185777,22,22,4
Eric Delaney,79181196601257592,2,40,2
Eric Elvin,59557198006059600,24,5,4
Eric Francisco,51907197905082232,31,22,2
Eric Gambill,71651193303108456,13,28,2
Eric Gibbons,63773198609073596,19,39,3
Eric Goldberg,35394200908182536,15,55,2
Eric Guttman,76488195802187163,15,60,5
Eric Hunter,85770194005068230,35,17,3
Eric King,54964193302109083,33,42,5
Eric Kinsey,53194201305056335,41,32,1
Eric Langley,20407197801024017,30,16,5
Eric Lee,87797194809089209,38,26,1
Eric Lewis,14653195007238197,27,11,2
Eric London,65226194602243648,1,35,6
Eric Love,96643198111291595,8,50,6
Eric Marshall,44619201709036273,55,44,1
Eric Maxwell,79146196309131252,46,26,3
Eric Orellana,95255195504143276,48,23,1
Eric Peterson,74164193512247875,51,6,1
Eric Piccoli,40724201603049658,3,24,6
Eric Renteria,15987198211118081,36,59,2
Eric Riggs,90162199609027097,60,9,3
Eric Roughton,28891200511022082,45,38,3
Eric Schmalz,71395193808108023,53,54,4
Eric Shaffer,93228194407245492,51,5,3
Eric Squires,99957193809177343,7,37,4
Eric Squires,77308199910254815,49,28,5
Eric Thomas,30795201111229053,19,27,4
Eric Thompson,66908199510038172,19,23,4
Eric Tison,91178199701017481,7,58,4
Eric Transou,93814195603225924,6,36,2
Eric Walker,24623200410089491,15,31,5
Eric Williams,73234195512226408,36,27,1
Eric Woodruff,48508200706042177,60,28,2
Erica Adams,68343193401278378,23,13,6
Erica Bauer,41202197010213339,10,41,3
Erica Caldwell,91098195511109140,8,10,5
Erica Fitzpatrick,24028198105027372,47,36,4
Erica Gates,67600195802249479,22,10,6
Erica Gomez,63114200512116976,21,12,6
Erica Lappin,34915193307116230,10,31,3
Erica Leonard,39186195411077951,50,44,5
Erica Meyers,70372196403139921,56,8,3
Erica Obradovich,27926201406177293,57,18,3
Erica Price,69510200001033410,30,24,4
Erica Ramon,25942194305239092,57,17,1
Erica Stacy,39491200002285956,40,15,1
Erica Ward,19113199603072683,15,26,2
Erica York,85597197105213585,38,10,4
Erich Findley,83161193605052059,7,15,3
Erick Pless,42234202005078182,47,44,3
Ericka Albright,12120194207226190,50,27,2
Ericka Cilley,23328199908252782,32,21,1
Ericka Leach,85354200711254322,47,29,4
Ericka Mead,58188198510189907,46,17,2
Ericka Tucker,39978200701105841,13,55,6
Ericka Witt,76376201602055623,4,19,3
Erik Haubrich,98150193612292303,23,54,3
Erik Mcginty,51930195209078822,16,43,2
Erik Mortensen,17951198209229351,12,23,1
Erik Numbers,21796194307151104,21,45,6
Erik Ramsey,61505196001093926,44,16,4
Erik Shevlin,12692197404259202,39,38,4
Erika Bray,81401197202169708,9,44,1
Erika Ceballos,38430194310162981,3,47,2
Erika Cornejo,29074200702152338,8,18,2
Erika Floyd,20836195409106991,30,8,2
Erin Avers,69314200710302441,18,50,6
Erin Ayala,93021196708168225,55,32,2
Erin Bourgeois,86173200301248295,49,18,6
Erin Brittain,59430194801223245,39,61,5
Erin Cottingham,73351197209293830,52,3,1
Erin Covington,85364197308146381,42,50,6
Erin Dennard,27054195503018874,9,30,1
Erin Levine,86897201602256409,14,18,6
Erin Mattioli,96496196109287807,34,38,3
Erin Myers,31186193509088852,4,1,1
Erin Nishitani,70549201005273580,29,3,6
Erin Odum,97904200102086200,46,47,2
Erin Pharris,54536201904225525,9,52,4
Erin Querta,87989193609161915,31,49,3
Erin Reddick,48170193402048404,51,44,3
Erin Schleich,14293201212144026,19,3,2
Erin Utley,59587195407042574,49,46,6
Erin Watson,36878201510234382,28,16,5
Erin Wilmoth,70115199701247429,6,25,1
Erma Carr,69125196204255866,62,17,4
Erma Freiseis,95001201706076625,38,33,5
Erma Siddall,22181197004156125,32,57,6
Erma Thacker,59586198306034325,36,46,3
Ermelinda Frates,98211196301163820,45,19,2
Erna Goodman,72034197806203234,36,30,5
Erna Mitchell,84648201711176478,1,43,4
Ernest Adams,65944197101257118,42,41,6
Ernest Brown,65037197010164022,44,47,5
Ernest Carr,64753198807315842,7,1,4
Ernest Carver,66815194202206163,35,53,3
Ernest Davidson,39998200105071894,62,53,3
Ernest Hayes,77543198710154558,14,33,2
Ernest Hirko,74158197608231136,30,31,3
Ernest Houston,74935193005189659,26,35,3
Ernest Lewandowski,38788198311019041,26,5,5
Ernest Martin,31902200011075790,24,17,5
Ernest Mavai,22931196705294167,11,38,6
Ernest May,47240194601221266,31,28,1
Ernest Murray,70578196803317125,20,24,6
Ernest Nesby,45769195905093012,18,12,3
Ernest Odom,44893193712073953,44,19,1
Ernestine Begay,63068194010247912,49,15,5
Ernestine Cowell,57231201503304623,40,8,4
Ernestine Hogue,16603193012124199,12,39,6
Ernestine Quimby,12590198902014741,3,8,3
Ernestine Rand,39771196310211615,29,52,2
Ernestine Rivera,12384196507017275,54,53,3
Ernesto Arreaga,22460197310127655,29,42,1
Ernesto Bucklew,50652198507038890,4,25,4
Ernesto Hutchison,75250193509188199,32,34,2
Ernesto Marrero,57433201905156956,8,44,1
Ernesto Purvis,97646194601235912,32,24,2
Ernie Coulter,55723196803092569,45,45,6
Ernie Weir,90803200410237533,44,7,5
Ervin Anson,52400193408281237,24,8,5
Ervin Ballantyne,80515198509212593,24,39,2
Ervin Erskine,17486197403197494,59,51,4
Ervin Holton,49899193508216600,31,35,3
Ervin Price,70985195311102766,60,2,6
Erwin Calandra,86604201303114449,39,15,4
Esmeralda Shackford,86151196002255081,11,16,6
Esperanza Harwood,33366201910176272,61,11,3
Esperanza Lane,23554201603258913,8,60,4
Esperanza Ross,88204200501301712,43,7,4
Essie Gage,64461195211019959,2,36,2
Essie Jackson,21488201107081950,10,43,5
Essie Jiang,98718193606271695,39,38,6
Esteban Fernandez,50784193008222180,21,29,6
Estela Dodd,65685196105099752,9,49,6
Estell Kempf,26131196108167516,1,41,4
Estell Miles,69462195810285163,12,25,4
Estella Bergan,81627193808095509,27,45,4
Estella Lamus,87698198212191222,22,59,2
Estella Leon,15654195309293349,4,39,2
Estella Reed,30561199911103331,10,25,6
Estella Ricciardi,97193199311041725,60,37,4
Estella Richmond,59537193506221755,7,27,1
Estella Stewart,25530198102203312,31,39,3
Estelle Badger,12670200503265437,36,52,6
Estelle Christenson,36302197208131368,8,43,3
Estelle Crepeau,55891197403208119,24,18,1
Estelle Gooslin,59239199001261068,46,56,3
Ester Bean,70958195010011254,29,4,6
Ester Green,91404201012179903,9,49,4
Ester Velasco,57464200304103153,16,36,1
Esther Barlow,16339194103123237,28,28,4
Esther Bedsole,98333198801163421,22,3,6
Esther Brooks,13398198301113942,42,19,3
Esther Burnette,85311193904309495,58,23,6
Esther Chavez,25929200407265495,34,55,3
Esther Cornell,19682195009195450,61,55,3
Esther Feder,43068193505263015,10,43,6
Esther Gandy,58071193406084931,24,34,3
Esther Gormley,75936197904025398,44,48,2
Esther Jones,72574193006106533,13,39,2
Esther Karle,99038198607267177,50,56,6
Esther Laporte,16273202005202576,48,15,3
Esther Mahurin,95567194112163716,2,47,2
Esther Mcgough,56391197908141677,1,49,2
Esther Michalenko,78776193903213283,39,44,6
Esther Scott,16559197810119346,41,24,3
Esther Sierra,71074194803219422,1,47,4
Esther Sulley,89748199505162435,17,58,2
Etha Salling,43387199701317293,36,3,6
Ethan Battle,72373197201199208,5,11,1
Ethan Downin,73256198008042701,28,23,2
Ethan Smith,61224198612101949,41,9,2
Ethel Abbott,66470196201166244,43,40,2
Ethel Ellis,66481194010107810,13,42,5
Ethel Ferro,13820199008268451,4,14,4
Ethel Forbes,96776199709139886,10,56,6
Ethel Gibson,54537200012185025,42,33,2
Ethel Hicks,10654198811307772,42,3,6
Ethel Hylton,94192199411139335,21,57,4
Ethel Jones,32355201011276977,44,16,1
Ethel Kositzke,65936195303247372,10,60,5
Ethel Montgomery,76443194008194400,53,6,3
Ethel Perez,14415197007067585,8,45,5
Ethel Pleasant,76065194607036977,47,37,2
Ethel Poirier,22912199207316297,3,30,5
Ethel Powell,16794197709015921,33,28,3
Ethel Santoro,73628200403145170,38,55,5
Ethel Scroggins,48033201205202668,49,53,3
Ethel Toher,61992198902152483,4,46,6
Ethel Westberry,40660197711216230,48,32,3
Ethel Whittle,90555195405235122,24,37,2
Ethel Wotring,42502198904013243,3,31,5
Ethelyn Rosenquist,79129200107196688,51,28,6
Ethelyn Smith,33391195803111950,54,1,6
Eufemia Norton,97540196906182810,46,8,4
Eugene Bernard,39873193010083652,55,43,2
Eugene Bishop,72959198806047150,3,56,2
Eugene Bloch,47376201404209988,8,1,5
Eugene Cooper,19550195201194869,8,27,1
Eugene Crasco,34827197407258650,17,28,3
Eugene Dearing,73451198309084475,6,4,2
Eugene Dellapenna,78573200210117132,49,60,2
Eugene Deluna,14143197702163041,36,9,1
Eugene Jones,53930196712291865,31,38,6
Eugene Koger,81019198705071716,50,36,6
Eugene Mcalexander,35705196206181806,62,60,4
Eugene Mcmillian,49548201907062795,49,38,6
Eugene Overstreet,86355198709288253,20,38,3
Eugene Parsons,89783200401277737,4,56,5
Eugene Peterson,97832198711139727,40,50,2
Eugene Peterson,34234196705282143,5,4,6
Eugene Prescott,32070196206025574,9,50,2
Eugene Reitano,65005194909169379,19,1,1
Eugene Rocha,83002198608242097,44,36,1
Eugene Southard,31867200305208078,61,42,4
Eugene Taylor,56343198806258807,18,27,6
Eugene Thomas,95600198511044000,6,40,6
Eugene Wheatley,70858194406161055,23,29,3
Eugene Willis,18111197008127232,59,10,3
Eugene Zambelli,99717198708212747,17,57,3
Eugene Zavala,97560199806207780,41,16,5
Eugenia Cooley,21138197103072214,46,44,6
Eugenia Hatfield,81715200908067910,1,24,5
Eugenia Mackey,62417201908067745,13,33,6
Eugenie Chamness,77974197610288520,34,40,3
Eugenio Legere,17217196904131483,6,11,5
Eula Conway,38017199312206741,42,24,5
Eula Kelley,55114195508284567,11,19,2
Eula Swanson,53930200701072895,21,34,3
Eunice Combs,65871199109107964,51,6,6
Eunice Cruz,46138198201087449,58,28,6
Eunice Foster,82823197710267401,5,14,6
Eunice Gonzalez,90809197005073931,5,14,4
Eunice Liptrot,12349202004067133,62,4,3
Eunice Marin,18069200109216285,39,22,2
Eunice Miller,83749194508084145,3,56,4
Eunice Muse,66550197805233666,17,34,1
Eunice Parker,58264193310057220,40,30,5
Eunice Ramirez,97814201602034818,57,34,4
Eunice Robinson,91250201502019434,52,28,6
Eunice Sikes,21995199105315233,15,11,4
Eunice Taylor,24323197102246689,52,46,6
Eusebio Davis,12584201801301468,20,39,1
Eva Boyd,12460198301212041,14,43,4
Eva Bridges,82607198904217782,2,4,6
Eva Carrasco,65175194911025578,21,57,3
Eva Garske,54675194104155989,14,24,1
Eva Gomez,80638200912185869,57,7,2
Eva Heatherington,72983198303252601,12,1,6
Eva Karle,38479196204206109,13,31,4
Eva Meyer,38308195602022462,6,29,2
Eva Meza,78942197004263172,18,18,2
Eva Money,21087200304162807,28,6,3
Eva Mushtaq,47477193711028653,43,35,4
Eva Nickerson,17302198005086083,51,10,2
Eva Nogle,50180200707056847,12,25,5
Eva Robinson,60541196207042963,35,27,3
Eva Simmerman,59116201301207745,19,3,1
Eva Vasquez,97988200705301631,60,29,2
Eva Welsh,82970200704263263,16,3,3
Evan Austin,40096199305116424,39,5,6
Evan Brown,83860196402185732,52,42,3
Evan Combs,86893196503132795,19,21,6
Evan James,66133201106121032,10,36,1
Evangelina Shoop,75090195402173395,47,29,2
Evangeline Brown,14178197312316569,22,21,6
Evangeline Gillette,11474199711174742,4,40,3
Evelyn Armstrong,64211194711238274,5,10,3
Evelyn Barnhill,57531200304093077,19,10,2
Evelyn Brookshire,92981199002099698,55,51,2
Evelyn Christy,21689198301049966,28,44,1
Evelyn Corley,91917199107033482,48,10,2
Evelyn Duong,58606200109155709,62,24,2
Evelyn Gilbert,89800193312047576,1,29,5
Evelyn Greenfield,77446198104018675,16,24,4
Evelyn Hardwick,46661196210272659,43,1,2
Evelyn Harrison,98730200611254920,7,61,4
Evelyn Hernandez,64696200504073869,19,18,3
Evelyn Herrera,41615200011047719,52,23,4
Evelyn Herron,82893198901245261,47,36,3
Evelyn Hogan,37945200204302361,27,9,3
Evelyn Krahn,92695198110306322,27,60,2
Evelyn Lairmore,44835197410135607,48,45,5
Evelyn Lewis,39837200804041321,19,22,4
Evelyn Linares,94135201004223409,1,9,6
Evelyn Lynch,12317194101154547,27,42,5
Evelyn Lyon,48364201805313356,49,30,2
Evelyn Manery,17441196109287941,5,13,3
Evelyn Martinez,78237200611134714,9,33,5
Evelyn Mcguire,52136200605261402,5,52,2
Evelyn Mckay,81710196407163598,42,21,2
Evelyn Peirce,31456196204302233,58,23,3
Evelyn Reiley,25477195306301077,38,36,1
Evelyn Sanford,15436199106205252,18,57,4
Evelyn Smith,14522198303155500,2,53,2
Evelyn Staschke,53215197007125077,23,31,2
Evelyn Stevens,20002196910318390,16,57,4
Evelyn Stinger,44133194904245119,30,7,4
Evelyn Warren,38211199701101970,4,16,5
Evelyn Washington,90457198504017615,11,26,4
Evelyn Wilkinson,37599195406059381,31,5,1
Evelyn Williams,10079196805246645,61,26,2
Everett Kelly,45974198509105303,21,23,5
Everett Pratt,67092197908202643,29,29,6
Everett Spurlock,32163196107214147,26,21,3
Everett Sutton,96795194907092657,60,42,3
Everett Williams,87801195004139265,46,26,1
Everette Popken,77791199504151523,13,53,5
Everette Warner,20760199601026390,28,10,2
Evette Donovan,70163194211163825,13,18,4
Evette Hayes,31910199002237362,48,59,5
Evia Maia,36909200102106966,3,46,2
Evie Sideris,53545199707288166,36,57,3
Evita Ruiz,70307201908288034,11,56,2
Evon Ross,47631196604109793,58,9,4
Fabian Brewer,90382199002131032,6,52,6
Fabian Cockrell,89923193609218163,32,30,1
Fabian Ludwig,70017199506293521,37,39,6
Fabian Walker,28766201208019669,34,52,4
Fabiola Jamison,93952198307014039,18,43,2
Fae Naylor,86693193204029312,31,12,3
Faith Amick,98870196111054409,39,22,1
Faith Beasley,16390193806257431,47,46,6
Fannie Brown,53095197101039398,38,49,3
Fannie Engle,16069198809222187,44,7,3
Fannie Hoover,82671201304147423,46,43,2
Fannie King,27200198602218567,48,48,4
Fannie Patel,62130201712306911,40,57,2
Fannie Skinner,31728196608192023,48,53,2
Fannie Stammer,25185193111277534,25,35,3
Farrah Pugh,36120195601085674,4,33,3
Fatima Webb,20746194808281993,54,45,3
Faustina Hernandez,76627196412196441,19,32,4
Fay Smail,44399196704141316,9,49,5
Faye Arnold,51885195602204392,31,31,1
Faye Barnett,38073197711307075,62,5,2
Faye Coleman,13826201809159414,33,12,3
Faye Felton,88056195604207712,9,38,6
Faye Gonzales,45306193807222110,41,40,1
Faye Hacker,43769195911128467,53,1,2
Faye Jaeger,45855195207084533,15,40,5
Faye Jandreau,56151200601251410,47,33,2
Faye Kearns,54476200306182827,55,21,2
Faye Pearce,81166198007243132,5,38,3
Faye Velazquez,54416193112067542,3,26,2
Faye Watkins,35044193401307328,37,34,6
Faye Wendelin,50770198711211799,33,16,6
Faye Wiesner,76825196509138351,62,3,4
Faye Wilson,14105198803169695,56,30,3
Felica Holsinger,14943198312085920,5,19,6
Felicia Cousins,44735199302065401,57,62,2
Felicia Covert,33511200701291844,33,33,5
Felicia Everette,94306194808292528,4,20,4
Felicia Hall,71310193503099039,4,50,2
Felicia Labarre,50940197904017404,10,28,5
Felicia Moeller,79537196004186758,49,63,4
Felicia Nicholls,96466193210164264,19,37,1
Felicia Ollis,75234195908233880,11,33,5
Felicia Wise,53097194908128577,27,54,6
Felicia York,88516198104065317,8,25,6
Felipe Fizer,51588198604207103,10,53,6
Felipe Mayrant,11844200607034506,25,27,1
Felix Brendel,33612198505244739,24,49,6
Felix Coleman,24477198008076176,1,7,4
Felix Rains,73440195906281851,27,38,4
Felix Wilde,85368199110124759,12,11,4
Felton Hollingsworth,39138193506172510,59,55,2
Ferdinand Masters,72498195810108316,51,32,4
Fern Mark,50057201402015153,21,19,1
Fern Weiner,90406200404289003,38,62,4
Fernande Cook,26807197809297170,20,53,2
Fernando Dullea,99472195002165061,21,4,5
Fernando Gary,57845201806293019,53,9,1
Fernando Krol,17045197805283502,52,15,1
Fidela Watson,55290199209135276,32,49,6
Filiberto Mitchell,56228201310089349,26,34,3
Fiona Koch,68034195103198184,43,9,2
Fletcher Welch,77311198204195681,7,50,6
Flora Cervera,11713194305239508,40,12,3
Flora Henderson,40762194211285350,35,26,3
Flora Mireles,14100201306262489,20,45,1
Florence Banks,38479198503286002,33,21,2
Florence Graf,84331198508095347,19,49,4
Florence Hancock,35240197901219786,48,9,4
Florence Hodge,96788196902245601,21,42,6
Florence Jones,30429200607284189,30,20,5
Florence Polk,74878201606186795,36,2,6
Florence Prince,99892201906281553,62,25,3
Florence Shapiro,45730197906075916,57,24,3
Florence Starzyk,92124198601262993,54,38,6
Florence Tekautz,84402199109113300,42,20,3
Florence Thomas,32192200307133761,50,24,4
Florence Tong,10493195510142134,42,53,4
Florence Wilmot,59834199905299637,38,44,2
Florence Wilson,90164195210146662,42,5,3
Florencia Strahl,25455198803177882,56,50,2
Florentina Harrell,89514196512124767,53,41,1
Flossie Cook,44718193509291868,39,14,3
Flossie Gundersen,76822201302069548,2,37,5
Flossie Prins,64796200602205134,44,10,1
Floyd Allen,42975193707012687,51,17,3
Floyd Davis,79748201610286953,38,45,2
Floyd Graham,65424194705084808,6,25,5
Floyd Heyward,22073200712023199,29,3,2
Floyd Kelly,11348201206232483,50,53,6
Floyd Kelly,35916197602013855,54,3,4
Floyd Marren,12137195210196956,12,62,2
Floyd Mayoka,78900201811267290,49,43,3
Floyd Parker,49303200408191663,34,46,6
Floyd Price,30357200009223795,22,22,6
Floyd Rathbone,31076196203135035,24,49,2
Floyd Trappey,43182198711208220,34,18,3
Floyd Trosclair,47707197803163694,38,61,4
Floyd White,56526197011109378,30,57,3
Fonda Sepulveda,17870196305224466,6,28,2
Forest Stoddard,61027196703096504,22,26,5
Forrest Papitto,41200200612153653,30,40,6
Forrest Smith,25798196303125039,63,40,2
Forrest Wheeler,21021197504103621,23,8,5
Fran Miller,20997193304149684,22,27,3
Fran Peterson,84227199501069020,35,53,4
Fran White,25065193508285060,9,11,5
Fran Wills,46905201908278697,12,41,1
Frances Ammons,91386200202048445,3,3,4
Frances Ballard,89773195607273247,11,4,2
Frances Behrens,95466196811155797,47,23,2
Frances Beil,31881200109266285,17,56,6
Frances Brannon,41353201810219524,22,39,6
Frances Brown,12840197701308609,48,57,6
Frances Calhoun,36975197411096016,27,25,5
Frances Clark,15189195306036380,43,15,1
Frances Couch,89549199212163465,9,24,2
Frances Delatorre,80809195408298222,4,47,2
Frances Dickinson,83785200111045097,32,62,2
Frances Dunagan,68411197712023148,44,56,2
Frances Garcia,63813195703071642,60,25,3
Frances Hobbs,58975194510049100,48,20,4
Frances Hoover,17318201310043154,20,8,3
Frances Jackson,75112200907027773,54,25,6
Frances Lane,68748194505174024,23,58,2
Frances Merrell,18683200212093206,19,53,4
Frances Mullen,14993201009203620,5,61,2
Frances Oneill,98448196611271628,20,26,4
Frances Owen,35313197607221728,54,39,4
Frances Pinto,16255196909167295,56,2,3
Frances Rhine,10572199710293896,25,33,5
Frances Rhyne,41802196409062908,18,26,4
Frances Roberts,98646198808178215,49,41,1
Frances Royster,40434199607175146,56,29,2
Frances Schneider,83207196002251553,43,58,4
Frances Stanley,53363201507139834,4,19,1
Frances Walks,98566196107205296,16,45,4
Frances Wheeler,85129194405245258,12,15,1
Frances Wymer,13011193401122487,57,6,1
Frances Zamora,20446195611149190,35,15,4
Francesco Rolon,85176200011203540,48,14,6
Francesco Rusher,79566197110186968,20,55,3
Francis Beyer,71228195709261040,41,39,3
Francis Boydston,89173194008129893,55,31,6
Francis Brill,82001198409082730,60,47,6
Francis Buel,15633200503251510,28,12,5
Francis Burley,49251195603238064,24,44,6
Francis Busby,28400199701267014,8,40,4
Francis Ferree,11608195907253874,42,29,2
Francis Helt,57221198711185045,5,63,4
Francis Lai,22646198012239765,46,10,6
Francis Lorraine,90073199806159146,48,9,5
Francis Lucio,66040197503013021,44,13,1
Francis Mcnally,94287198304215888,46,21,4
Francis Mead,82175194203217341,18,38,3
Francis Monteleone,80092201702099157,42,31,2
Francis Morgan,53344200306254500,10,49,6
Francis Murff,89978196405295756,35,33,5
Francis Olenick,23194198001047535,59,6,3
Francis Oliva,11784196012141378,44,9,3
Francis Rush,74349196507026377,15,10,4
Francis Schryer,33908193412059176,29,45,1
Francisca Mcdonald,95478199105203406,10,28,6
Francisca Rothenbach,19345195308139983,8,44,2
Francisca Smith,37331194705285104,50,44,2
Francisco Bailey,84804196812075385,32,2,2
Francisco Baldwin,76422196410067348,48,17,1
Francisco Carlson,72207194610313218,41,52,2
Francisco Denton,48996198503278376,47,1,1
Francisco Glasper,76749199810259706,48,43,4
Francisco Green,67805196111018290,54,50,6
Francisco Gross,38491194308048177,63,12,3
Francisco Hightower,48771193001156925,58,29,2
Francisco Huerta,39997199512294725,62,40,4
Francisco Keene,49575198609108612,11,18,4
Francisco Laster,49936197305145319,32,50,5
Francisco Lugo,79244200502102976,29,18,4
Francisco Morrissey,91566194401156785,5,35,4
Francisco Nash,94987195311025428,48,8,2
Francisco Sampere,36533197802253630,57,6,6
Francisco Servais,53317196503057175,59,55,6
Francisco Spencer,95124198205027562,38,52,6
Francisco Yates,57055198303063612,8,32,5
Frank Abercrombie,59040200511087815,38,51,6
Frank Alexander,59187197003109476,44,1,3
Frank Andrew,38282195307206852,18,28,5
Frank Baker,83660194510201521,33,18,5
Frank Bartlett,88115198010024880,10,21,5
Frank Boshears,44771194002223667,27,11,4
Frank Boswell,38597196303115746,51,47,2
Frank Bowles,97091193706278363,18,21,1
Frank Brown,80058197111036314,1,3,2
Frank Carroll,49619195808162535,17,6,1
Frank Cockrill,91027197909285558,57,12,6
Frank Collins,92617197605277751,7,11,2
Frank Collins,33329195303286079,6,11,3
Frank Cook,37569195101159673,29,33,4
Frank Cowart,71569198404049862,63,51,3
Frank Davis,77103193203271181,28,39,3
Frank Eads,74099195109254624,37,13,4
Frank Easton,24757194412172055,45,17,6
Frank Ford,72128200112225673,10,15,1
Frank Gaddie,80600193006213886,21,48,2
Frank Garner,50010199611223629,7,60,5
Frank Griffo,45542198501141753,51,12,4
Frank Heim,32124196903062914,48,28,5
Frank Hirsch,31092194410241964,27,52,4
Frank Horton,93015197012311354,41,59,5
Frank Johnson,29265200407315893,55,47,4
Frank Kruger,68600194403314586,29,49,5
Frank Lamons,13252201806137723,21,27,2
Frank Lyons,40221197901308548,19,7,2
Frank Malan,76501199209115964,49,50,5
Frank Mccormick,88154200611073262,45,5,5
Frank Mcmanus,27170200504107719,38,33,6
Frank Miller,95887194603213086,10,55,2
Frank Moore,14144194603032762,55,56,3
Frank Peres,58105199912063802,46,54,2
Frank Portugal,93677197811307464,30,13,3
Frank Reynolds,69143195711183583,52,18,6
Frank Robinson,27460193310237058,63,55,3
Frank Ruiz,52006200809084291,16,25,2
Frank Rulli,19848200503073436,12,47,4
Frank Schroeder,35211199911292422,60,37,6
Frank Thomas,46966199705017884,56,33,4
Frank Tucker,89226197010046915,21,45,1
Frank Vasquez,33081197211145343,4,56,4
Frank Voll,63891194910096187,15,26,5
Frank Warren,16761201601228975,33,26,5
Frank Wilder,12628195802248539,30,59,5
Frank Williams,67075199005096619,55,12,2
Frank Williamson,70995194108261097,22,15,5
Frankie Boyett,63920195110318428,50,6,5
Frankie Burchard,41281196801225787,28,3,3
Frankie Johnston,78614200302269407,18,61,5
Frankie Medina,19535193505031807,49,25,6
Frankie Shockley,10763193009274057,7,41,3
Franklin Baum,39592196607117283,61,33,2
Franklin Blansett,70561196010157745,16,22,1
Franklin Engstrom,16611199702259667,37,37,6
Franklin Gauthier,30230196908284961,18,64,4
Franklin Mullins,97071194803216484,14,12,6
Franklin Nunez,44527194802167789,48,59,4
Franklin Spradley,46436198912021735,8,5,5
Franklin Studebaker,84616199709253216,39,1,1
Franklin Willingham,44951198308235684,50,8,4
Fred Aleman,13326196004247113,15,38,6
Fred Barnett,56332199801141657,52,47,3
Fred Bass,85636193706231166,15,27,5
Fred Bassett,31610193703297269,8,7,3
Fred Castle,92671199009287435,21,38,4
Fred Connell,44723197211154075,24,41,6
Fred Delisa,52563200709032342,24,14,4
Fred Dickson,49285198505022894,29,9,1
Fred Gill,65227193810027063,39,31,1
Fred Gillespie,33523200305046165,9,10,3
Fred Hamilton,76207201909184930,40,59,4
Fred Houde,30658195506129207,6,26,6
Fred Jackson,56523194603051819,24,45,3
Fred Letarte,87686196605016044,4,1,3
Fred Macleod,94269201405041933,14,23,2
Fred Mcpherson,73367199907311404,34,48,3
Fred Pignataro,34515195803315970,40,38,6
Fred Pitts,46189197808109982,57,51,2
Fred Rogillio,39405195210218461,32,30,4
Fred Seaton,51863201005097950,38,5,5
Fred Stratton,87383195602101213,13,45,6
Fred Swanson,27330195008189218,17,35,6
Fred Tolston,91660199002244821,59,40,3
Fred Wallace,92192195401194157,11,4,6
Fred White,11745197108193241,25,6,2
Fred Wilson,15193200105284321,53,11,2
