Name,id_Number,gender,height_cm,weight_kg
Evelyn Williams,10079196805246645,Female,193,101
Evelyne Cole,54341196910232070,Male,205,61
Everett Anderson,41269200705272907,Female,173,85
Everett Anderson,58069197107104616,Male,216,54
Everett Kelly,45974198509105303,Female,156,70
Everett Minert,18937199112275756,Female,181,92
Everett Norris,93069201105284729,Male,207,79
Everett Sutton,96795194907092657,Male,171,99
Everett Williams,87801195004139265,Female,201,77
Everette Padgett,38560198005317811,Female,203,118
Everette Warner,20760199601026390,Female,193,75
Evette Donovan,70163194211163825,Female,167,77
Evette Hayes,31910199002237362,Male,208,48
Evia Maia,36909200102106966,Female,216,72
Evie Sideris,53545199707288166,Female,215,65
Evita Ruiz,70307201908288034,Male,157,114
Evon Ross,47631196604109793,Female,154,49
Ezra Seeger,98430193610148595,Male,181,85
Ezra Seeger,88290195701051748,Female,212,73
Fabian Cockrell,89923193609218163,Female,196,73
Fabiola Jamison,93952198307014039,Male,176,68
Fabiola Ortiz,71315194906075262,Female,193,78
Fae Naylor,86693193204029312,Male,150,86
Faith Amick,98870196111054409,Female,217,83
Fannie Brown,53095197101039398,Female,153,107
Fannie Engle,16069198809222187,Female,192,90
Fannie Hoover,82671201304147423,Female,174,110
Fannie King,27200198602218567,Female,162,48
Fannie Lites,86551200801286329,Male,198,81
Fannie Patel,62130201712306911,Male,217,79
Fannie Skinner,31728196608192023,Female,166,112
Fannie Stammer,25185193111277534,Male,192,103
Fannie Woo,73324197209275649,Female,194,105
Fannie Zellmer,26318196707155642,Male,174,102
Farrah Pugh,36120195601085674,Female,165,108
Fatima Webb,20746194808281993,Male,186,49
Faustina Bowman,32279199409186175,Female,166,64
Fay Kabat,36596193410096422,Male,176,88
Fay Mccoy,37602198610019473,Male,192,95
Fay Mccoy,38435194805313440,Male,186,87
Fay Smail,44399196704141316,Male,183,98
Fay Staley,38231196204058511,Female,213,67
Fay Staley,58226194802091307,Male,192,69
Faye Arnold,51885195602204392,Male,151,101
Faye Barnett,38073197711307075,Male,191,70
Faye Coleman,13826201809159414,Male,185,119
Faye Colvin,80900201112053065,Male,207,98
Faye Conwell,10525197802267600,Male,196,61
Faye Garcia,91854195006105912,Female,169,64
Faye Garcia,71082194005071270,Female,162,83
Faye Gonzales,45306193807222110,Female,152,113
Faye Hacker,43769195911128467,Female,212,94
Faye Harris,52540199710138527,Male,183,75
Faye Harris,72525195607122876,Male,219,63
Faye Hulsey,29197194008063984,Female,195,90
Faye Hunter,20645199612163932,Female,187,65
Faye Jaeger,45855195207084533,Male,160,102
Faye Jandreau,56151200601251410,Male,212,91
Faye Kearns,54476200306182827,Female,169,88
Faye Pearce,81166198007243132,Female,194,51
Faye Wiesner,76825196509138351,Female,154,61
Faye Wilson,14105198803169695,Male,191,93
Federico Dees,86420193510123060,Male,201,68
Federico Martinez,68274199810206765,Female,160,89
Federico Martinez,58130196408229641,Male,219,58
Federico Strong,92758199712304777,Male,214,114
Felecia Graves,42652197508317185,Male,152,115
Felicia Cousins,44735199302065401,Female,173,93
Felicia Covert,33511200701291844,Male,168,59
Felicia Everette,94306194808292528,Female,162,55
Felicia Hall,71310193503099039,Male,180,90
Felicia Labarre,50940197904017404,Female,188,49
Felicia Moeller,79537196004186758,Male,180,73
Felicia Nicholls,96466193210164264,Male,168,68
Felicia Ollis,75234195908233880,Female,168,105
Felicia Vice,60475199402079617,Female,150,61
Felipe Mayrant,11844200607034506,Male,172,105
Felipe Williams,70352195706079357,Male,174,113
Felipe Williams,85472200112102880,Male,165,58
Felisa Vanderkam,79926200404112119,Female,170,54
Felix Coleman,24477198008076176,Female,197,90
Felix Rains,73440195906281851,Male,178,88
Felix Wilde,85368199110124759,Male,174,81
Felton Barry,89311195410238874,Male,203,88
Felton Hollingsworth,39138193506172510,Female,180,50
Ferdinand Masters,72498195810108316,Female,191,60
Fern Mark,50057201402015153,Female,182,101
Fern Weiner,90406200404289003,Female,163,79
Fernando Dullea,99472195002165061,Female,181,67
Fernando Gary,57845201806293019,Female,183,57
Fernando Washington,10549192203189727,Male,210,94
Fernando Washington,84707195411285102,Female,205,85
Fernando Weeks,22497192511056781,Male,167,103
Fidel Vaughn,15993197101274289,Male,183,118
Filiberto Mitchell,56228201310089349,Female,157,87
Fiona Koch,68034195103198184,Male,153,68
Flo Darling,68433195605112834,Male,167,66
Flo Darling,42196199411162343,Male,203,85
Flora Cervera,11713194305239508,Female,179,105
Flora Henderson,40762194211285350,Male,156,106
Flora Mireles,14100201306262489,Female,161,65
Flora Rife,85961198307268323,Male,163,46
Flora Willcox,58086201706213671,Male,185,116
Florance Irwin,77454193905239414,Female,214,58
Florance Irwin,25439195003285310,Male,187,113
Florence Banks,38479198503286002,Female,210,75
Florence French,12623195312228947,Male,183,78
Florence Graf,84331198508095347,Female,204,105
Florence Hancock,35240197901219786,Male,161,111
Florence Huerta,64458199810057883,Male,188,45
Florence Huerta,79203194508221555,Female,182,80
Florence Krumroy,94210196808141251,Female,216,114
Florence Mason,18487195903256126,Female,217,85
Florence Ortiz,31841194607185659,Male,182,57
Florence Padilla,15176199904187678,Male,161,119
Florence Padilla,71738195708039283,Female,185,79
Florence Prince,99892201906281553,Male,179,97
Florence Searson,53792196005208313,Male,167,117
Florence Searson,77696201506061917,Male,215,48
Florence Shapiro,45730197906075916,Female,157,51
Florence Smallwood,34932194806019068,Female,170,116
Florence Tekautz,84402199109113300,Female,168,112
Florence Thomas,32192200307133761,Female,200,59
Florence Tong,10493195510142134,Male,205,46
Florence Vargas,54330195701159982,Male,174,115
Florence Vargas,61165192106017701,Female,187,106
Florence Wilmot,59834199905299637,Female,161,85
Florence Wilson,90164195210146662,Male,205,81
Florentina Harrell,89514196512124767,Male,166,67
Flossie Cook,44718193509291868,Female,196,79
Flossie Gundersen,76822201302069548,Female,168,64
Flossie Prins,64796200602205134,Female,190,110
Floyd Bryant,24126192312137660,Male,169,69
Floyd Davis,79748201610286953,Male,192,109
Floyd Gomez,27846199309218088,Female,171,92
Floyd Gomez,74453200509279408,Male,203,59
Floyd Graham,65424194705084808,Male,153,57
Floyd Harris,84033195803213507,Female,196,84
Floyd Heyward,22073200712023199,Female,204,89
Floyd Marren,12137195210196956,Male,152,94
Floyd Mayoka,78900201811267290,Female,192,51
Floyd Rathbone,31076196203135035,Female,193,60
Floyd Trappey,43182198711208220,Female,177,67
Floyd Trosclair,47707197803163694,Female,174,78
Floyd White,56526197011109378,Female,201,81
Fonda Sepulveda,17870196305224466,Male,151,71
Forest Hudock,94437194308159752,Female,153,82
Forest Johnson,99612192410182361,Female,179,115
Forest Stoddard,61027196703096504,Female,214,63
Forrest Braswell,23124194003236121,Female,210,46
Forrest Smith,25798196303125039,Female,151,69
Forrest Valentin,76480200004046318,Male,154,90
Forrest Wheeler,21021197504103621,Female,194,119
Fran Miller,20997193304149684,Female,211,54
Fran Peterson,84227199501069020,Female,219,83
Fran White,25065193508285060,Male,211,79
Fran Wills,46905201908278697,Female,168,60
Frances Acquaviva,61641199805037155,Female,218,80
Frances Ammons,91386200202048445,Male,189,61
Frances Ballard,89773195607273247,Female,188,63
Frances Behnke,45137193812103108,Male,188,48
Frances Behnke,42023201203022903,Female,175,82
Frances Behrens,95466196811155797,Male,193,108
Frances Calhoun,36975197411096016,Male,170,56
Frances Clark,15189195306036380,Female,150,83
Frances Couch,89549199212163465,Male,188,76
Frances Custer,46345196209161478,Female,190,103
Frances Delatorre,80809195408298222,Male,215,60
Frances Dickinson,83785200111045097,Female,181,48
Frances Dunagan,68411197712023148,Male,162,102
Frances Estep,10128195108299770,Female,198,112
Frances Hill,31639200103231297,Male,209,89
Frances Hilty,61784196812098425,Female,158,82
Frances Hilty,44764193802269194,Female,199,92
Frances Hobbs,58975194510049100,Female,168,82
Frances Hoover,17318201310043154,Female,202,111
Frances Mathias,41621195601218925,Male,201,90
Frances Merrell,18683200212093206,Female,164,46
Frances Muhammad,51180196701139786,Male,199,49
Frances Mullen,14993201009203620,Male,190,113
Frances Oneill,98448196611271628,Female,193,86
Frances Owen,35313197607221728,Male,179,52
Frances Pinto,16255196909167295,Female,199,101
Frances Rhine,10572199710293896,Female,153,45
Frances Rhyne,41802196409062908,Male,213,69
Frances Roberson,40557200812033867,Female,156,80
Frances Roberson,69994200010028076,Male,197,61
Frances Royster,40434199607175146,Male,151,107
Frances Shaffer,85908201307045525,Female,190,114
Frances Smith,42388193502038821,Female,201,117
Frances Smith,63025198002191587,Female,168,65
Frances Stanley,53363201507139834,Female,177,104
Frances Stiteler,20589193307306514,Male,217,77
Frances Walks,98566196107205296,Male,175,76
Frances Wheeler,85129194405245258,Female,173,71
Frances Wymer,13011193401122487,Male,159,81
Frances Zamora,20446195611149190,Female,176,98
Francesco Rusher,79566197110186968,Male,170,107
Francis Adams,40786193809195130,Female,168,79
Francis Adams,10787196006131968,Male,188,79
Francis Blanks,73357194005291782,Female,211,55
Francis Blanks,76580201606121909,Male,160,109
Francis Busby,28400199701267014,Male,163,73
Francis Chambers,70269195511149120,Male,206,86
Francis Clark,71902195503127469,Female,153,66
Francis Cohen,51707197106057679,Male,199,105
Francis Ferree,11608195907253874,Male,155,81
Francis Kubota,10814194406118626,Male,183,119
Francis Lorraine,90073199806159146,Female,158,66
Francis Mcnally,94287198304215888,Male,175,110
Francis Mead,82175194203217341,Male,154,103
Francis Monteleone,80092201702099157,Female,175,86
Francis Murff,89978196405295756,Male,187,114
Francis Olenick,23194198001047535,Female,216,87
Francis Oliva,11784196012141378,Male,189,73
Francis Rush,74349196507026377,Female,195,71
Francis Schryer,33908193412059176,Female,188,93
Francisca Miller,99142201609125910,Male,218,59
Francisca Miller,51337194404146264,Female,182,101
Francisca Rothenbach,19345195308139983,Female,162,109
Francisca Smith,37331194705285104,Female,211,56
Francisco Bailey,84804196812075385,Female,150,103
Francisco Baldwin,76422196410067348,Male,215,49
Francisco Berg,42171195012307031,Female,181,83
Francisco Brundidge,33678194907313773,Male,196,54
Francisco Carlson,72207194610313218,Female,170,89
Francisco Denton,48996198503278376,Female,200,85
Francisco Glasper,76749199810259706,Male,197,68
Francisco Gross,38491194308048177,Male,219,116
Francisco Hightower,48771193001156925,Male,216,118
Francisco Huerta,39997199512294725,Female,187,47
Francisco Keene,49575198609108612,Female,157,53
Francisco Laster,49936197305145319,Female,206,114
Francisco Lugo,79244200502102976,Male,151,85
Francisco Morrissey,91566194401156785,Male,204,65
Francisco Nash,94987195311025428,Male,178,98
Francisco Yates,57055198303063612,Female,166,87
Frank Andrew,38282195307206852,Male,195,86
Frank Baker,83660194510201521,Male,186,95
Frank Bartlett,88115198010024880,Female,155,102
Frank Bliss,82955196709285188,Male,171,84
Frank Boshears,44771194002223667,Female,207,63
Frank Boswell,38597196303115746,Male,188,111
Frank Bowles,97091193706278363,Female,186,69
Frank Brown,49388197610034149,Male,212,53
Frank Brown,80058197111036314,Female,178,55
Frank Burford,20130194107318174,Male,194,102
Frank Butler,42498200409287419,Female,161,66
Frank Carroll,49619195808162535,Male,190,102
Frank Cherry,89544201412275442,Male,183,72
Frank Cloud,75396195302147640,Male,176,46
Frank Collins,33329195303286079,Male,153,45
Frank Collins,92617197605277751,Female,152,95
Frank Cook,37569195101159673,Female,190,62
Frank Cowart,71569198404049862,Male,164,54
Frank Davis,77103193203271181,Male,164,105
Frank Eads,74099195109254624,Female,151,62
Frank Farkas,59124200201068713,Female,205,97
Frank Farkas,78798196612168060,Male,197,97
Frank Ford,72128200112225673,Female,156,65
Frank Gaddie,80600193006213886,Male,188,75
Frank Garner,50010199611223629,Female,217,53
Frank Guerrero,60838199705158247,Female,161,89
Frank Heim,32124196903062914,Male,205,84
Frank Hirsch,31092194410241964,Male,207,103
Frank Horton,93015197012311354,Female,181,76
Frank Johnson,29265200407315893,Male,165,106
Frank Kenyon,22004194208067377,Female,172,54
Frank Kruger,68600194403314586,Male,154,56
Frank Lamons,13252201806137723,Male,206,93
Frank Longacre,36009193712183999,Female,158,90
Frank Lyons,40221197901308548,Male,193,110
Frank Malan,76501199209115964,Male,198,84
Frank Mccormick,88154200611073262,Female,189,74
Frank Moore,14144194603032762,Female,200,90
Frank Otter,84457194208019815,Female,165,100
Frank Peres,58105199912063802,Male,217,65
Frank Pitts,99449199102055417,Male,151,83
Frank Portugal,93677197811307464,Female,178,103
Frank Reaves,24727197806088386,Female,209,60
Frank Robinson,27460193310237058,Female,207,85
Frank Rodgers,19535193505031807,Female,219,68
Frank Rodgers,27770197806177684,Female,160,61
Frank Ruiz,52006200809084291,Female,159,91
Frank Rulli,19848200503073436,Female,168,68
Frank Sealy,30562198001135755,Male,190,100
Frank Stinger,59673193705032124,Female,191,72
Frank Taylor,23602199212248588,Male,160,103
Frank Thomas,46966199705017884,Female,176,91
Frank Tucker,89226197010046915,Female,159,100
Frank Vasquez,33081197211145343,Male,203,98
Frank Voll,63891194910096187,Male,196,47
Frank Warren,16761201601228975,Female,179,56
Frank Whitlatch,28212196803142551,Female,217,119
Frank Whitlatch,39256192809022114,Male,174,77
Frank Whitney,27408201901208465,Male,152,88
Frank Wilder,12628195802248539,Female,204,119
Frank Williams,67075199005096619,Male,218,95
Frank Williamson,70995194108261097,Male,209,62
Frankie Boyett,63920195110318428,Female,201,97
Frankie Burchard,41281196801225787,Male,198,75
Frankie Shockley,10763193009274057,Female,195,74
Frankie Vaughn,62158194312192641,Male,205,67
Franklin Baum,39592196607117283,Female,200,72
Franklin Blansett,70561196010157745,Male,214,119
Franklin Collier,94447199805012197,Female,212,65
Franklin Nunez,44527194802167789,Male,196,70
Franklin Spradley,46436198912021735,Female,198,95
Franklin Studebaker,84616199709253216,Male,181,83
Franklin Sullivan,36991198304093118,Female,193,57
Franklin Willingham,44951198308235684,Male,167,98
Fred Barnett,56332199801141657,Female,180,72
Fred Bass,85636193706231166,Male,188,106
Fred Bassett,31610193703297269,Female,181,62
Fred Castle,92671199009287435,Male,194,93
Fred Delisa,52563200709032342,Female,190,114
Fred Dickson,49285198505022894,Female,208,109
Fred Downs,48750198808294383,Female,204,64
Fred Gibson,12218192108073389,Female,213,104
Fred Gillespie,33523200305046165,Male,154,66
Fred Hamilton,76207201909184930,Female,215,64
Fred Hanson,80012192408131676,Male,216,81
Fred Holmes,69878196506056281,Female,172,109
Fred Jackson,81733192809208183,Male,206,48
Fred Jackson,56523194603051819,Male,165,93
Fred Letarte,87686196605016044,Female,201,116
Fred Macleod,94269201405041933,Male,194,91
Fred Mcpherson,73367199907311404,Female,219,76
Fred Pitts,46189197808109982,Male,177,85
Fred Preston,90808201305245916,Male,211,107
Fred Rogillio,39405195210218461,Male,176,113
Fred Seaton,51863201005097950,Female,189,100
Fred Smith,84255198012056885,Male,197,84
Fred Tolston,91660199002244821,Female,195,115
Fred Warner,84378195802165209,Male,172,46
Fred Warner,77946193512111691,Female,160,100
Fred White,11745197108193241,Male,198,47
Fred Wilson,15193200105284321,Male,181,72
Fred Wolf,26775196409026091,Male,198,91
Freda Cavender,60975198311132680,Female,192,66
Freda Lester,73663197906189667,Male,215,119
Freda Robillard,94488199112129857,Male,154,108
Freda Seltzer,13460200404162393,Female,198,74
Freda Simmons,38051198811184350,Female,178,91
Fredda Clapper,31584198211288991,Female,206,78
Freddie Cook,15627201805231733,Female,175,63
Freddie Lackey,93471198406116525,Female,157,79
Freddie Muldowney,92890199601179866,Male,159,79
Freddie Neubauer,85500199903196628,Female,204,117
Freddie Neubauer,57376196009134642,Female,208,105
Freddy Carr,63615198910236064,Male,155,86
Freddy Henke,39895192608031719,Male,206,58
Frederic Friedrich,48045198106189934,Male,206,91
Frederick Callahan,35730197906264275,Male,198,109
Frederick Coldwell,43145198311087538,Male,180,51
Frederick Cooper,53833198308283598,Male,182,70
Frederick Culhane,80588192701317006,Male,217,93
Frederick Green,58152198905113485,Male,215,78
Frederick Hagen,81311198205059197,Female,161,73
Frederick Hagen,98634200102225433,Female,150,98
Frederick Hail,55328199706143468,Female,189,115
Frederick Heywood,61072196505172849,Female,168,89
Frederick Heywood,77934193102072136,Female,154,94
Frederick Lattimore,80935200901082229,Male,183,82
Frederick Long,16405199609021083,Female,173,68
Frederick Mansfield,78502195212172377,Male,190,59
Frederick Rosas,33520193208166082,Male,158,117
Frederick Smith,86470193209307252,Male,167,89
Frederick Smith,75783198701184915,Female,151,102
Frederick Toler,69409198808163335,Female,171,112
Fredericka Wheeler,97753197205084631,Male,184,104
Fredia Atkins,20921195003304344,Female,218,92
Fredrick Murphy,94994194206254797,Female,196,57
Fredrick Oller,74004193607145596,Female,150,58
Fredricka White,15095192103262648,Male,155,65
Freeman Lindeman,74437201904049406,Male,157,117
Freeman Lindeman,29270200904153802,Male,194,117
Frieda Boch,82876199507182258,Female,197,94
Frieda Scholer,18639201805103192,Female,156,78
Gabriel Albritton,53827196012023665,Male,150,47
Gabriel Bauer,90955196509177409,Male,181,75
Gabriel Durst,19684201108222370,Female,170,89
Gabriel Emrick,18539202001123990,Female,218,118
Gabriel Haring,97195195804212191,Male,162,48
Gabriel Mccauley,27602194204152457,Female,150,46
Gabriel Smith,81247193311152217,Male,154,102
Gabriel Williams,57701196708038125,Female,168,80
Gabriela Buckner,95987194005082074,Female,157,89
Gabriela Buckner,20703196510056196,Male,192,108
Gabrielle Cole,96039199108314143,Male,151,62
Gabrielle Cole,31532201201048804,Male,183,45
Gabrielle Jackson,35211199911292422,Female,204,106
Gabrielle Jackson,35138200101157362,Male,152,50
Gabrielle Renfro,17461198405276279,Male,150,52
Gabrielle Sitton,59882196602231573,Male,169,83
Gail Bergeron,31719193507208080,Female,155,53
Gail Carabajal,40186196211044027,Female,180,75
Gail Cohn,98991199207311000,Female,215,66
Gail Cox,35804196903064915,Female,173,102
Gail Crowley,84090193111186139,Male,167,80
Gail Desai,60372196511302882,Female,191,104
Gail Dyas,72618201611076474,Female,198,104
Gail Dyas,15288200304245705,Male,152,47
Gail Earls,29778199910051894,Female,216,100
Gail Gilliss,27973193210313583,Male,204,114
Gail Gilliss,67784198503235385,Male,153,70
Gail Hacher,18110197508133219,Female,217,73
Gail Hernandez,38878194612033276,Female,196,109
Gail Jared,23585199904081987,Female,203,84
Gail Jared,30557200508316436,Male,175,104
Gail Johnson,38349198503307294,Male,186,58
Gail Johnson,12175200209221991,Male,186,95
Gail Jolin,54965198209159495,Male,202,46
Gail Mims,31186195112091820,Male,216,115
Gail Mock,48724199107031853,Female,166,92
Gail Pena,79702193108011264,Female,217,61
Gail Phillips,50097195909309626,Male,215,93
Gail Phillips,56552195712216602,Male,163,65
Gail Pothier,24424197303042282,Female,183,90
Gail Prosper,61228201801156429,Male,191,79
Gail Prosper,37253194907267273,Female,192,93
Gail Robinson,45138196103143522,Female,168,102
Gail Sassaman,69769195404127741,Female,156,91
Gail Vanderlinde,64952195908299663,Female,188,105
Gail Wagner,18412192704265552,Male,152,54
Gail Wang,13930200308294751,Male,203,98
Gail Wood,32801200603175211,Female,169,65
Gail Yeomans,94648200606304211,Male,179,51
Gale Brady,43032201610229185,Female,194,67
Gale Brady,93806198109131142,Female,190,45
Galen Keating,18748196112185970,Male,179,64
Garret Leyh,12322195108245944,Male,160,110
Garrett Gallahan,28475195609148191,Male,197,101
Garrett Kaufman,92151195003012535,Female,168,85
Garrett Kaufman,95133200408156003,Male,211,61
Garrett Lovick,95618194801267248,Male,177,48
Garrett Olson,90107198001192214,Female,202,59
Garry Acosta,51574198710285214,Male,182,49
Garry Beltrame,65135199201212927,Female,196,64
Garry Johnson,69854200103256161,Male,211,58
Garry Regalado,55478196901094372,Male,189,48
Gary Acklin,82782196605032528,Male,215,47
Gary Albert,41900197306147925,Male,197,97
Gary Allen,87702197210058388,Female,175,81
Gary Anaya,45410197604159925,Female,216,90
Gary Anaya,80017197512299956,Female,206,114
Gary Armstead,45048197906222772,Male,165,87
Gary Arredondo,96546200803043157,Male,192,60
Gary Baker,28469192908194947,Female,192,56
Gary Basbas,70249195410235865,Female,176,63
Gary Boles,28646198601193449,Male,208,97
Gary Britton,66058196608131525,Female,175,108
Gary Brown,63765195412237361,Male,155,98
Gary Brown,95609201701123810,Female,203,82
Gary Brunette,43796200707107090,Male,154,85
Gary Carroll,22317196108238462,Male,152,102
Gary Chan,18740200509119923,Male,215,62
Gary Chung,71674192609187193,Female,156,86
Gary Clemence,56352195206019740,Male,161,60
Gary Coggan,39493199909092684,Male,205,70
Gary Colombo,56972195912138105,Male,214,65
Gary Crager,30772194908069419,Male,199,116
Gary Darling,82549194011041667,Female,193,92
Gary Darling,42796195410143270,Male,214,112
Gary Deldonno,18882195904057296,Male,174,112
Gary Dellinger,47606196706283073,Female,164,60
Gary Delorey,35570196504015300,Female,159,77
Gary Delorey,31787197605234257,Female,203,95
Gary Demoss,12320194808244830,Female,186,59
Gary Downey,55365197703261343,Female,169,64
Gary Dunkin,56322195705298008,Male,154,68
Gary Engelbrecht,80413193908244127,Male,161,87
Gary Fox,41886201603021471,Female,173,82
Gary Fussell,62234194806023819,Male,181,102
Gary Gerow,11520194707186725,Female,180,94
Gary Gillman,75043196501032715,Male,187,115
Gary Gillman,10715198904096241,Female,206,106
Gary Glasper,20751200304037463,Female,195,108
Gary Greenway,42188200203207085,Female,196,89
Gary Griffith,11735198204092365,Male,206,69
Gary Gullo,13778197101234659,Male,168,64
Gary Hill,83511194004113363,Female,198,58
Gary Hoffman,69369201203234018,Male,182,65
Gary Holmes,57567198209227527,Female,206,77
Gary Hoy,68282201209061251,Male,187,109
Gary Hughes,28765196306066376,Female,198,70
Gary James,29936201208301916,Female,180,49
Gary Johnson,42955196310112171,Male,162,73
Gary Johnson,27434198710042430,Female,195,115
Gary Johnston,95627193007237953,Female,219,47
Gary Jones,88157201403182718,Male,198,109
Gary Kincaid,25887196303073126,Male,203,55
Gary Lamoine,55946196402028119,Male,194,116
Gary Lang,51736196810238955,Male,177,70
Gary Langel,57545200210299329,Male,202,87
Gary Lanier,46035196411061290,Female,192,95
Gary Malone,94228200101282683,Male,206,75
Gary Mannino,78950196706137193,Male,213,64
Gary Mayhall,76563201103194905,Female,182,50
Gary Miles,99669200803198527,Male,205,71
Gary Monroe,39744195005056184,Female,151,100
Gary Morgan,93006194407132421,Male,185,47
Gary Morris,61496195407133484,Male,217,65
Gary Muniz,28926200802136119,Female,152,63
Gary Munos,61171192612198490,Female,185,63
Gary Neel,30328195906136494,Male,159,108
Gary Obrien,95436200706131875,Female,167,84
Gary Pacheco,85200194608313133,Female,194,99
Gary Pacheco,73185200806054828,Male,154,88
Gary Persaud,46363200010011801,Male,183,56
Gary Plummer,16605200212278101,Male,212,86
Gary Post,73140199203088800,Male,155,72
Gary Post,30273201005057360,Female,170,71
Gary Reese,53331194408241897,Female,184,108
Gary Romero,50021196009303405,Female,183,99
Gary Rose,29865194509093803,Male,165,45
Gary Salgado,44353201206125286,Female,155,105
Gary Sanchirico,77829195911246622,Male,161,89
Gary Sanford,30561199911103331,Female,169,100
Gary Sanford,95750192204249662,Male,161,114
Gary Schall,69222195101184648,Female,166,96
Gary Simens,36892194306023825,Male,183,68
Gary Simms,77749196510056075,Female,172,100
Gary Small,48084196009144330,Female,216,98
Gary Smith,56992194607166432,Male,195,87
Gary Smith,46135201205307209,Female,153,80
Gary Snyder,44712201509232198,Female,161,55
Gary Snyder,58386196810257670,Male,179,119
Gary Sparks,49740198410175167,Female,165,102
Gary Spencer,26615195111082367,Female,168,96
Gary Stassi,85312194007091493,Male,171,106
Gary Steigerwalt,77264192710236200,Female,169,114
Gary Thompson,52402200106107914,Male,169,104
Gary Traxler,35231193506254178,Female,191,97
Gary Vaughn,55009194112249143,Male,210,54
Gary Vaughn,87229192810047027,Female,196,91
Gary Walker,60456200311146152,Male,154,97
Gary Walker,41200200405252045,Female,163,101
Gary Walls,22795198406243574,Male,161,94
Gary Weir,26037198107216004,Male,205,66
Gary Whitaker,85982194412134127,Male,215,86
Gary White,50305194402148551,Male,182,64
Gary White,31536201012166779,Male,187,107
Gary Wilder,41334198305067294,Female,205,77
Gary Wilder,44075200404055344,Female,190,101
Gary Wilson,64076193812319131,Male,196,97
Gary Wilson,94136195407072367,Male,210,53
Gary Windley,12200200710284643,Female,196,64
Gary Winston,90735200207224791,Male,161,119
Gary Yeary,32095196506256349,Male,201,109
Gavin Corbisiero,26691198411196545,Male,173,76
Gay Hansen,15686196710069164,Female,189,82
Gayla Adam,72165193807089058,Male,166,66
Gayla Eisinger,93222198105231599,Male,195,99
Gayla Natividad,32524199305291255,Female,207,95
Gayla Sawyer,46590200708242478,Female,157,59
Gayle Landingham,45127193805117289,Male,158,103
Gayle Leeper,98556198003262535,Female,205,72
Gayle Moore,36977192302045856,Female,164,79
Gayle Phelps,18835198312128837,Female,180,97
Gayle Williamson,93669201603287870,Male,158,67
Gaylord Kearns,32455196503311493,Male,183,68
Gemma Penn,69318194209296959,Male,198,89
Gemma Wright,72291199709121936,Male,162,56
Gemma Wright,38468198301118795,Female,215,59
Genaro Duncan,79437199011225174,Female,212,53
Gene Bowens,63800200704223744,Male,177,58
Gene Burris,25908198903013504,Female,198,108
Gene Conover,82476197707277010,Male,153,113
Gene Hamilton,26699196407317667,Female,186,60
Geneva Cardoso,22645196109083524,Male,205,93
Geneva Johnson,86857195712025908,Male,215,57
Geneva Leinweber,97398195106024738,Male,185,66
Geneva Miller,96294200907146116,Male,197,109
Geneva Ortega,14560196110292803,Male,197,55
Genevieve Blair,61005201304121948,Male,211,87
Genevieve Blair,64600193311183964,Male,152,47
Genevieve Clark,23123192001116286,Male,198,61
Genevieve Clark,60438194410241042,Female,216,107
Genevieve Duarte,99444193207209725,Female,163,75
Genevieve Duarte,46984197704167123,Male,174,77
Genevieve Jayne,15176200301276358,Male,196,79
Genevieve Walker,62385199711302711,Female,178,98
Genoveva Enstrom,90328195504104227,Female,157,76
Geoffrey Cline,32732196103248630,Male,156,82
Geoffrey Ross,83943201901104438,Male,196,113
Geoffrey Ross,43592200710068325,Female,208,58
Geoffrey Sullivan,80572197003013619,Male,188,46
Geoffrey Unrein,50560200803218340,Male,202,91
Geoffrey Warner,93956196708316513,Female,204,93
George Ackerman,92795199307191931,Female,180,110
George Adams,64496197211047425,Female,204,107
George Alexander,47332201401058671,Female,202,51
George Archer,69176199712087049,Female,216,109
George Arenas,97483201403085562,Female,166,93
George Arias,21182196502112525,Female,157,61
George Armstrong,71785193107184853,Female,213,114
George Bak,32490197511203558,Male,150,80
George Barrett,66224201606102158,Female,204,88
George Blamer,55183202004074925,Male,216,105
George Boswell,56171193608225561,Male,155,91
George Boswell,62975194712276757,Male,216,88
George Bottone,91643199202271883,Male,207,67
George Bowie,43482199702191057,Male,192,96
George Bowie,77345194711246856,Female,177,107
George Brandenburg,64807195509264311,Male,189,95
George Brandenburg,79740200501116260,Female,182,90
George Brandt,74594201204084324,Male,154,65
George Bryant,56063200703183958,Male,153,105
George Bubar,53250199409142880,Male,154,53
George Burkhart,39163199405095027,Male,181,115
George Carbone,35730192509192475,Female,187,91
George Carbone,73514198702122242,Male,197,54
George Carver,16189198407143245,Male,159,96
George Chapman,64092201312287548,Male,176,76
George Chauarria,18712198911233654,Male,210,97
George Conner,93255201312042843,Female,201,54
George Connor,39098200504031766,Female,182,85
George Corley,50360193109237687,Male,194,91
George Cowley,41783197606084907,Female,171,90
George Crook,65850193204229084,Male,185,106
George Curtis,22568196711223915,Male,181,93
George Dickerson,75290192108071939,Female,213,71
George Dolecki,28137202005211924,Female,173,96
George Donovan,93155200704242795,Female,169,62
George Eaton,60250199409085555,Female,186,57
George Eaton,55627196201219678,Male,163,114
George Elrod,48534201112305625,Male,201,104
George England,92823200604076500,Female,170,75
George Ezell,39733200809047526,Male,211,113
George Ferrell,13445197909252073,Male,152,76
George Gay,69989199803075408,Male,157,77
